BodyType,Make,GenModel,Model,Fuel,EngineSizeSimple,EngineSizeDesc,Number
Cars,ABARTH,ABARTH 500,500 C,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595,Petrol,1400,1301cc to 1400cc,342
Cars,ABARTH,ABARTH 595,595 COMPETIZIONE,Petrol,1400,1301cc to 1400cc,508
Cars,ABARTH,ABARTH 595,595 COMPETIZIONE S-A,Petrol,1400,1301cc to 1400cc,51
Cars,ABARTH,ABARTH 595,595 ESSEESSE,Petrol,1400,1301cc to 1400cc,123
Cars,ABARTH,ABARTH 595,595 ESSEESSE S-A,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595 MONSTER YAMAHA,Petrol,1400,1301cc to 1400cc,61
Cars,ABARTH,ABARTH 595,595 PISTA,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595 PISTA 70TH ANNIVERSARY,Petrol,1400,1301cc to 1400cc,23
Cars,ABARTH,ABARTH 595,595 PISTA S-A,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595 SCORPIONEORO,Petrol,1400,1301cc to 1400cc,118
Cars,ABARTH,ABARTH 595,595 TURISMO,Petrol,1400,1301cc to 1400cc,524
Cars,ABARTH,ABARTH 595,595 TURISMO S-A,Petrol,1400,1301cc to 1400cc,59
Cars,ABARTH,ABARTH 595,595C,Petrol,1400,1301cc to 1400cc,45
Cars,ABARTH,ABARTH 595,595C COMPETIZIONE,Petrol,1400,1301cc to 1400cc,70
Cars,ABARTH,ABARTH 595,595C COMPETIZIONE S-A,Petrol,1400,1301cc to 1400cc,18
Cars,ABARTH,ABARTH 595,595C ESSEESSE,Petrol,1400,1301cc to 1400cc,14
Cars,ABARTH,ABARTH 595,595C ESSEESSE S-A,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595C PISTA,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595C PISTA 70TH ANNIVERSARY,Petrol,1400,1301cc to 1400cc,7
Cars,ABARTH,ABARTH 595,595C PISTA S-A,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595C TROFEO,Petrol,1400,1301cc to 1400cc,1
Cars,ABARTH,ABARTH 595,595C TURISMO,Petrol,1400,1301cc to 1400cc,120
Cars,ABARTH,ABARTH 595,595C TURISMO S-A,Petrol,1400,1301cc to 1400cc,25
Cars,ABARTH,ABARTH 695,695 70TH ANNIVERSARY,Petrol,1400,1301cc to 1400cc,12
Cars,ABARTH,ABARTH 695,695 ANNIVERSARIO,Petrol,1400,1301cc to 1400cc,2
Cars,ABARTH,ABARTH 695,695 ESSEESSE,Petrol,1400,1301cc to 1400cc,11
Cars,ABARTH,ABARTH F595,F595,Petrol,1400,1301cc to 1400cc,102
Cars,ABARTH,ABARTH F595,F595 S-A,Petrol,1400,1301cc to 1400cc,8
Cars,ABARTH,ABARTH F595,F595C,Petrol,1400,1301cc to 1400cc,25
Cars,ABARTH,ABARTH F595,F595C S-A,Petrol,1400,1301cc to 1400cc,2
Cars,ABARTH,ABARTH MODEL MISSING,Missing,Petrol,1400,1301cc to 1400cc,1
Cars,AC,AC MODEL MISSING,Missing,Petrol,2000,1901cc to 2000cc,2
Cars,AC,AC MODEL MISSING,Missing,Petrol,4800,4701cc to 4800cc,2
Cars,AC,AC MODEL MISSING,Missing,Petrol,5000,4901cc to 5000cc,1
Cars,AC,AC MODEL MISSING,MISSING,Petrol,6300,6201cc to 6300cc,1
Cars,ACCESS,ACCESS MODEL MISSING,Missing,Diesel,2800,2701cc to 2800cc,1
Cars,ACCESS,ACCESS MODEL MISSING,Missing,Diesel,3000,2901cc to 3000cc,1
Cars,ACCESS,ACCESS MODEL MISSING,Missing,Petrol,3800,3701cc to 3800cc,1
Light goods vehicles,ACCESS,ACCESS MODEL MISSING,Missing,Petrol,300,201cc to 300cc,1
Cars,ACURA,ACURA Model Missing,Missing,Petrol,2100,2001cc to 2100cc,1
Cars,ACURA,ACURA Model Missing,Missing,Petrol,2500,2401cc to 2500cc,2
Cars,ACURA,ACURA MODEL MISSING,Missing,Petrol,3600,3501cc to 3600cc,3
Cars,ACURA,ACURA TL,TL AUTO,Petrol,3600,3501cc to 3600cc,1
Light goods vehicles,ADRIA,ADRIA SONIC,ADRIA SONIC AXESS 600 SL,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,ADRIA,ADRIA SONIC,ADRIA SONIC AXESS 600 SL AUTO,Diesel,2300,2201cc to 2300cc,1
Cars,ADRIA,ADRIA Model Missing,Missing,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,ADRIA,ADRIA Model Missing,Missing,Diesel,2300,2201cc to 2300cc,155
Heavy goods vehicles,ADRIA,ADRIA MODEL MISSING,Missing,Diesel,2300,2201cc to 2300cc,72
Heavy goods vehicles,ADRIA,ADRIA MODEL MISSING,Missing,Diesel,2400,2301cc to 2400cc,3
Light goods vehicles,ADRIA,ADRIA MODEL MISSING,Missing,Diesel,15000,Over 15000cc,2
Light goods vehicles,ADRIA,ADRIA MODEL MISSING,Missing,Diesel,2200,2101cc to 2200cc,1
Light goods vehicles,ADRIA,ADRIA MODEL MISSING,Missing,Diesel,2400,2301cc to 2400cc,7
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC AXESS I 600 SP AUTO,Diesel,2300,2201cc to 2300cc,1
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC PLUS I 700 SBC,Diesel,2300,2201cc to 2300cc,1
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC SUPREME 710 SC AUTO,Diesel,2300,2201cc to 2300cc,2
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC SUPREME 710 SL AUTO,Diesel,2300,2201cc to 2300cc,2
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC SUPREME 810 SC,Diesel,2300,2201cc to 2300cc,1
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC SUPREME 810 SC AUTO,Diesel,2300,2201cc to 2300cc,8
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC SUPREME 810 SL,Diesel,2300,2201cc to 2300cc,1
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC SUPREME 810 SL AUTO,Diesel,2300,2201cc to 2300cc,1
Heavy goods vehicles,ADRIA,ADRIA SONIC,SONIC SUPREME I 710 SL,Diesel,2300,2201cc to 2300cc,1
Other vehicles,AEBI,AEBI Model Missing,Missing,Diesel,3000,2901cc to 3000cc,1
Light goods vehicles,Aeon,AEON COBRA,COBRA,Petrol,400,301cc to 400cc,2
Other vehicles,Aeon,AEON COBRA,COBRA,Petrol,400,301cc to 400cc,53
Cars,AEON,AEON MODEL MISSING,MISSING,Petrol,2100,2001cc to 2100cc,1
Motorcycles,AGRIFAC,AGRIFAC CONDOR,CONDOR,Battery electric,[z],[z],2
Other vehicles,AGRIFAC,AGRIFAC CONDOR,CONDOR,Diesel,7100,7001cc to 7100cc,2
Other vehicles,AGRIFAC,AGRIFAC CONDOR,CONDOR,Diesel,7900,7801cc to 7900cc,22
Cars,AGRIFAC,AGRIFAC MODEL MISSING,Missing,Petrol,3000,2901cc to 3000cc,1
Other vehicles,AGRIFAC,AGRIFAC MODEL MISSING,Missing,Diesel,12000,11901cc to 12000cc,1
Cars,AIE,AIE Model Missing,Missing,Petrol,3500,3401cc to 3500cc,1
Motorcycles,AJP,AJP PR4,PR4 240 ENDURO PRO,Petrol,300,201cc to 300cc,3
Motorcycles,AJP,AJP PR7,PR7,Petrol,700,601cc to 700cc,26
Motorcycles,AJP,AJP ENDURO,SPR 250 ENDURO,Petrol,300,201cc to 300cc,1
Motorcycles,AJP,AJP SPR,SPR 310 ENDURO,Petrol,300,201cc to 300cc,1
Motorcycles,AJS,AJS DESERT SCRAMBLER,71 DESERT SCRAMBLER,Petrol,125,51cc to 125cc,38
Motorcycles,AJS,AJS CADWELL,CADWELL,Petrol,125,51cc to 125cc,52
Motorcycles,AJS,AJS CLUBMAN 125,CLUBMAN 125,Petrol,125,51cc to 125cc,2
Motorcycles,AJS,AJS DD 125,DD 125 E-5C DAYTONA 125,Petrol,125,51cc to 125cc,1
Motorcycles,AJS,AJS DIGITA,DIGITA,Petrol,50,Up to 50cc,77
Motorcycles,AJS,AJS F35,F35,Petrol,50,Up to 50cc,10
Motorcycles,AJS,AJS FIREFOX,FIREFOX,Petrol,50,Up to 50cc,81
Motorcycles,AJS,AJS HIGHWAY,HIGHWAY STAR,Petrol,125,51cc to 125cc,63
Motorcycles,AJS,AJS INSETTO,INSETTO,Petrol,125,51cc to 125cc,4
Motorcycles,AJS,AJS ISABA,ISABA,Petrol,125,51cc to 125cc,8
Motorcycles,AJS,AJS JSM 50,JSM 50,Petrol,50,Up to 50cc,42
Motorcycles,AJS,AJS Model Missing,Missing,Petrol,600,501cc to 600cc,7
Motorcycles,AJS,AJS MODEL MISSING,Missing,Petrol,300,201cc to 300cc,7
Motorcycles,AJS,AJS MODEL MISSING,Missing,Petrol,400,301cc to 400cc,24
Motorcycles,AJS,AJS MODEL MISSING,Missing,Petrol,500,401cc to 500cc,7
Motorcycles,AJS,AJS MODEL MISSING,Missing,Petrol,700,601cc to 700cc,5
Motorcycles,AJS,AJS MODEL MISSING,Missing,Petrol,900,801cc to 900cc,1
Motorcycles,AJS,AJS MODENA 125,MODENA 125,Petrol,125,51cc to 125cc,208
Motorcycles,AJS,AJS SCRAMBLER,SCRAMBLER 125,Petrol,125,51cc to 125cc,25
Motorcycles,AJS,AJS TEMPEST,TEMPEST ROADSTER,Petrol,125,51cc to 125cc,19
Motorcycles,AJS,AJS TEMPEST,TEMPEST SCRAMBLER,Petrol,125,51cc to 125cc,1
Buses and coaches,ALEXANDER DENNIS,ALEXANDER DENNIS MODEL MISSING,Missing,Diesel,4600,4501cc to 4600cc,122
Buses and coaches,ALEXANDER DENNIS,ALEXANDER DENNIS MODEL MISSING,Missing,Diesel,6800,6701cc to 6800cc,25
Buses and coaches,ALEXANDER DENNIS,ALEXANDER DENNIS MODEL MISSING,Missing,Diesel,9000,8901cc to 9000cc,1
Cars,ALFA ROMEO,ALFA ROMEO 145,145 CLOVERLEAF,Petrol,2000,1901cc to 2000cc,2
Cars,ALFA ROMEO,ALFA ROMEO 147,147 SPORT TS,Petrol,1600,1501cc to 1600cc,1
Cars,ALFA ROMEO,ALFA ROMEO 147,147 Ti,Petrol,3200,3101cc to 3200cc,1
Cars,ALFA ROMEO,ALFA ROMEO 147,147 V6 24V GTA,Petrol,3200,3101cc to 3200cc,1
Cars,ALFA ROMEO,ALFA ROMEO 156,156 2.5 V6,Petrol,2500,2401cc to 2500cc,1
Cars,ALFA ROMEO,ALFA ROMEO 156,156 T.SPARK SPORTWAGON,Petrol,3200,3101cc to 3200cc,1
Cars,ALFA ROMEO,ALFA ROMEO 166,166 V6 SUPER,Petrol,3000,2901cc to 3000cc,1
Cars,ALFA ROMEO,ALFA ROMEO 1750,1750,Petrol,1800,1701cc to 1800cc,4
Cars,ALFA ROMEO,ALFA ROMEO 1750,1750,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO GTV,1750 GT VELOCE,Petrol,1800,1701cc to 1800cc,3
Cars,ALFA ROMEO,ALFA ROMEO 2000,2000,Petrol,2100,2001cc to 2100cc,1
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,2000 SPIDER VELOCE,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,2000 SPIDER VELOCE,Petrol,2100,2001cc to 2100cc,1
Cars,ALFA ROMEO,ALFA ROMEO ALFASUD,ALFASUD,Petrol,1500,1401cc to 1500cc,1
Cars,ALFA ROMEO,ALFA ROMEO ALFASUD,ALFASUD SPRINT VELOCE,Petrol,1500,1401cc to 1500cc,3
Cars,ALFA ROMEO,ALFA ROMEO ALFASUD,ALFASUD SUPER,Petrol,1500,1401cc to 1500cc,1
Cars,ALFA ROMEO,ALFA ROMEO ALFASUD,ALFASUD TI,Petrol,1300,1201cc to 1300cc,1
Cars,ALFA ROMEO,ALFA ROMEO ALFETTA,ALFETTA,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO ALFETTA,ALFETTA GTV,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO ALFETTA,ALFETTA GTV,Petrol,2600,2501cc to 2600cc,1
Cars,ALFA ROMEO,ALFA ROMEO ALFETTA,ALFETTA GTV 2000 L,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA,Petrol,1300,1201cc to 1300cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA,Petrol,1600,1501cc to 1600cc,6
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA,Petrol,1800,1701cc to 1800cc,2
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA,Petrol,2100,2001cc to 2100cc,2
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA 1.3 SUPER,Petrol,1300,1201cc to 1300cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA 1300 GT,Petrol,1300,1201cc to 1300cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA GTA V6 BITURBO AUTO,Petrol,2900,2801cc to 2900cc,2
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA LUSSO TI TD AUTO,Diesel,2200,2101cc to 2200cc,13
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA NERO EDIZIONE TB AUTO,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA SPECIALE TD AUTO,Diesel,2200,2101cc to 2200cc,2
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA SPIDER,Petrol,1600,1501cc to 1600cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA SPIDER,Petrol,1700,1601cc to 1700cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA SPRINT TB AUTO,Petrol,2000,1901cc to 2000cc,85
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA SPRINT TD AUTO,Diesel,2200,2101cc to 2200cc,12
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA SUPER 1.6,Petrol,1600,1501cc to 1600cc,4
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA SUPER TD AUTO,Diesel,2200,2101cc to 2200cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA V6 BIT Q-RFOGLIO ARR A,Petrol,2900,2801cc to 2900cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA V6 BITURBO Q-RIFOGLIO A,Petrol,2900,2801cc to 2900cc,137
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA VELOCE TB AUTO,Petrol,2000,1901cc to 2000cc,405
Cars,ALFA ROMEO,ALFA ROMEO GIULIA,GIULIA VELOCE TI TB AUTO,Petrol,2000,1901cc to 2000cc,63
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA,Petrol,1300,1201cc to 1300cc,2
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA,Petrol,1400,1301cc to 1400cc,5
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA,Petrol,1700,1601cc to 1700cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SPECIALE JTDM-2,Diesel,1600,1501cc to 1600cc,4
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SPECIALE TB,Petrol,1400,1301cc to 1400cc,5
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SPRINT JTDM-2,Diesel,1600,1501cc to 1600cc,20
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SPRINT JTDM-2 S-A,Diesel,1600,1501cc to 1600cc,6
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SPRINT TB,Petrol,1400,1301cc to 1400cc,45
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SUPER JTDM-2,Diesel,1600,1501cc to 1600cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SUPER JTDM-2 S-A,Diesel,1600,1501cc to 1600cc,1
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA SUPER TB,Petrol,1400,1301cc to 1400cc,2
Cars,ALFA ROMEO,ALFA ROMEO GIULIETTA,GIULIETTA VELOCE JTDM-2 S-A,Diesel,2000,1901cc to 2000cc,2
Cars,ALFA ROMEO,ALFA ROMEO GIULLIA,GIULLIA LUSO TI TB AUTO,Petrol,2000,1901cc to 2000cc,28
Cars,ALFA ROMEO,ALFA ROMEO JUNIOR,GT JUNIOR 1.3,Petrol,1300,1201cc to 1300cc,7
Cars,ALFA ROMEO,ALFA ROMEO JUNIOR,GT JUNIOR 1.3,Petrol,1400,1301cc to 1400cc,2
Cars,ALFA ROMEO,ALFA ROMEO JUNIOR,GT JUNIOR 1.3,Petrol,2100,2001cc to 2100cc,1
Cars,ALFA ROMEO,ALFA ROMEO JUNIOR,GT JUNIOR 1.6,Petrol,1600,1501cc to 1600cc,1
Cars,ALFA ROMEO,ALFA ROMEO JUNIOR,GT JUNIOR 1.6,Petrol,1700,1601cc to 1700cc,1
Cars,ALFA ROMEO,ALFA ROMEO JUNIOR,GT JUNIOR 1.6,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO GT,GT V6,Petrol,2600,2501cc to 2600cc,1
Cars,ALFA ROMEO,ALFA ROMEO JUNIOR,GTA JUNIOR,Petrol,2100,2001cc to 2100cc,1
Cars,ALFA ROMEO,ALFA ROMEO GTV,GTV,Petrol,1800,1701cc to 1800cc,2
Cars,ALFA ROMEO,ALFA ROMEO GTV,GTV,Petrol,2000,1901cc to 2000cc,3
Cars,ALFA ROMEO,ALFA ROMEO GTV,GTV,Petrol,2100,2001cc to 2100cc,2
Cars,ALFA ROMEO,ALFA ROMEO GTV,GTV,Petrol,2600,2501cc to 2600cc,1
Cars,ALFA ROMEO,ALFA ROMEO GTV,GTV,Petrol,3000,2901cc to 3000cc,2
Cars,ALFA ROMEO,ALFA ROMEO Model Missing,Missing,Diesel,2000,1901cc to 2000cc,3
Cars,ALFA ROMEO,ALFA ROMEO Model Missing,Missing,Petrol,1700,1601cc to 1700cc,6
Cars,ALFA ROMEO,ALFA ROMEO Model Missing,Missing,Petrol,2100,2001cc to 2100cc,4
Cars,ALFA ROMEO,ALFA ROMEO Model Missing,Missing,Petrol,3200,3101cc to 3200cc,10
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Diesel,2200,2101cc to 2200cc,1
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,1300,1201cc to 1300cc,6
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,1400,1301cc to 1400cc,6
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,1500,1401cc to 1500cc,2
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,1600,1501cc to 1600cc,7
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,1800,1701cc to 1800cc,8
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,1900,1801cc to 1900cc,2
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,2000,1901cc to 2000cc,10
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,2400,2301cc to 2400cc,2
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,2500,2401cc to 2500cc,1
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,2600,2501cc to 2600cc,1
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,2900,2801cc to 2900cc,1
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,3000,2901cc to 3000cc,2
Cars,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Petrol,3300,3201cc to 3300cc,3
Motorcycles,ALFA ROMEO,ALFA ROMEO MODEL MISSING,Missing,Battery electric,[z],[z],1
Cars,ALFA ROMEO,ALFA ROMEO MONTREAL,MONTREAL,Petrol,2600,2501cc to 2600cc,2
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,SPIDER,Petrol,1700,1601cc to 1700cc,2
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,SPIDER,Petrol,1800,1701cc to 1800cc,2
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,SPIDER,Petrol,2000,1901cc to 2000cc,11
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,SPIDER,Petrol,2100,2001cc to 2100cc,7
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,SPIDER,Petrol,3200,3101cc to 3200cc,1
Cars,ALFA ROMEO,ALFA ROMEO SPIDER,SPIDER JTS,Petrol,2200,2101cc to 2200cc,1
Cars,ALFA ROMEO,ALFA ROMEO SPRINT,SPRINT,Petrol,1600,1501cc to 1600cc,1
Cars,ALFA ROMEO,ALFA ROMEO SPRINT,SPRINT,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO LUSSO TI TB AWD AUTO,Petrol,2000,1901cc to 2000cc,45
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO LUSSO TI TD AWD AUTO,Diesel,2200,2101cc to 2200cc,21
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO SPECIALE TB AWD AUTO,Petrol,2000,1901cc to 2000cc,1
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO SPECIALE TD AWD AUTO,Diesel,2200,2101cc to 2200cc,4
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO SPRINT TB AWD AUTO,Petrol,2000,1901cc to 2000cc,100
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO SPRINT TD AWD AUTO,Diesel,2200,2101cc to 2200cc,52
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO TI TB AWD AUTO,Petrol,2000,1901cc to 2000cc,4
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO TI TD AWD AUTO,Diesel,2200,2101cc to 2200cc,9
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO V6 BT Q-RIFOGLIO AWD A,Petrol,2900,2801cc to 2900cc,119
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO VELOCE TB AWD AUTO,Petrol,2000,1901cc to 2000cc,269
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO VELOCE TD AWD AUTO,Diesel,2200,2101cc to 2200cc,72
Cars,ALFA ROMEO,ALFA ROMEO STELVIO,STELVIO VELOCE TI TB AWD AUTO,Petrol,2000,1901cc to 2000cc,41
Cars,ALFA ROMEO,ALFA ROMEO SZ,SZ,Petrol,3000,2901cc to 3000cc,2
Light goods vehicles,ALKE,ALKE ATX,ATX330E AUTO,Battery electric,[z],[z],3
Light goods vehicles,ALKE,ALKE ATX,ATX330ED AUTO,Battery electric,[z],[z],1
Light goods vehicles,ALKE,ALKE ATX,ATX340EH AUTO,Battery electric,[z],[z],4
Cars,ALPINE,ALPINE A110,A110 AUTO,Petrol,1700,1601cc to 1700cc,1
Cars,ALPINE,ALPINE A110,A110 COLOR EDITION AUTO,Petrol,1800,1701cc to 1800cc,9
Cars,ALPINE,ALPINE A110,A110 LEGENDE AUTO,Petrol,1800,1701cc to 1800cc,68
Cars,ALPINE,ALPINE A110,A110 LEGENDE GT AUTO,Petrol,1800,1701cc to 1800cc,46
Cars,ALPINE,ALPINE A110,A110 PURE AUTO,Petrol,1800,1701cc to 1800cc,38
Cars,ALPINE,ALPINE A110,A110 S AUTO,Petrol,1800,1701cc to 1800cc,41
Cars,ALPINE,ALPINE MODEL MISSING,Missing,Petrol,2700,2601cc to 2700cc,1
Cars,AM GENERAL,AM GENERAL Model Unknown,Missing,Diesel,6300,6201cc to 6300cc,1
Cars,AM GENERAL,AM GENERAL Model Unknown,Missing,Diesel,6600,6501cc to 6600cc,3
Light goods vehicles,AM GENERAL,AM GENERAL Model Unknown,Missing,Diesel,6600,6501cc to 6600cc,1
Motorcycles,Aprilia,Aprilia DORSODURO,DORSODURO 900,Petrol,900,801cc to 900cc,20
Motorcycles,Aprilia,APRILIA RS 125,RS 125 ABS,Petrol,125,51cc to 125cc,16
Motorcycles,Aprilia,APRILIA RS50,RS 50,Petrol,50,Up to 50cc,15
Motorcycles,Aprilia,APRILIA RS 660,RS 660,Petrol,700,601cc to 700cc,271
Motorcycles,Aprilia,APRILIA RS 660,RS 660 35kW,Petrol,700,601cc to 700cc,11
Motorcycles,Aprilia,Aprilia RSV 4,RSV 4 1000 RR,Petrol,1000,901cc to 1000cc,18
Motorcycles,Aprilia,APRILIA RSV 4,RSV 4 1100,Petrol,1100,1001cc to 1100cc,10
Motorcycles,Aprilia,Aprilia RSV 4,RSV 4 1100 FACTORY,Petrol,1100,1001cc to 1100cc,80
Motorcycles,Aprilia,APRILIA RSV 4,RSV 4 FACTORY,Petrol,1000,901cc to 1000cc,2
Motorcycles,Aprilia,APRILIA RSV 1000,RSV4 1000 RR,Petrol,1000,901cc to 1000cc,1
Motorcycles,Aprilia,APRILIA RX 125,RX 125,Petrol,125,51cc to 125cc,103
Motorcycles,Aprilia,APRILIA SHIVER 750,SHIVER 750 ABS,Petrol,800,701cc to 800cc,1
Motorcycles,Aprilia,APRILIA SHIVER 900,SHIVER 900,Petrol,900,801cc to 900cc,25
Motorcycles,Aprilia,APRILIA SR 50,SR 50 R,Petrol,50,Up to 50cc,22
Motorcycles,Aprilia,APRILIA SX 125,SX 125,Petrol,125,51cc to 125cc,158
Motorcycles,Aprilia,APRILIA SX 50,SX 50,Petrol,50,Up to 50cc,9
Motorcycles,Aprilia,APRILIA TUONO,TUONO V4 1100,Petrol,1100,1001cc to 1100cc,30
Motorcycles,Aprilia,APRILIA TUONO,TUONO V4 1100 FACTORY,Petrol,1100,1001cc to 1100cc,265
Motorcycles,Aprilia,APRILIA TUONO,TUONO V4 1100 RR,Petrol,1100,1001cc to 1100cc,15
Motorcycles,APRILIA,APRILIA AREA 51,AREA 51,Petrol,50,Up to 50cc,1
Motorcycles,APRILIA,APRILIA CAPONORD,CAPONORD,Petrol,1300,1201cc to 1300cc,1
Motorcycles,APRILIA,APRILIA DORSODURO,DORSODURO,Petrol,800,701cc to 800cc,1
Motorcycles,APRILIA,APRILIA Model Missing,Missing,Petrol,200,151cc to 200cc,1
Motorcycles,APRILIA,APRILIA Model Missing,Missing,Petrol,300,201cc to 300cc,4
Motorcycles,APRILIA,APRILIA MODEL MISSING,Missing,Petrol,1000,901cc to 1000cc,1
Motorcycles,APRILIA,APRILIA MODEL MISSING,Missing,Petrol,125,51cc to 125cc,3
Motorcycles,APRILIA,APRILIA MODEL MISSING,Missing,Petrol,50,Up to 50cc,2
Motorcycles,APRILIA,APRILIA MODEL MISSING,Missing,Petrol,600,501cc to 600cc,1
Motorcycles,APRILIA,APRILIA MODEL MISSING,MISSING,Petrol,400,301cc to 400cc,1
