BodyType,Make,GenModel,Model,Fuel,EngineSizeSimple,EngineSizeDesc,Number
Cars,CHEVROLET GMC,CHEVROLET GMC CAMARO,CAMARO V6,Petrol,6300,6201cc to 6300cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC CAMARO,CAMARO Z28 V8,Petrol,5800,5701cc to 5800cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC CHEVELLE,CHEVELLE,Petrol,7500,7401cc to 7500cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,4700,4601cc to 4700cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,5400,5301cc to 5400cc,5
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,5700,5601cc to 5700cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,5800,5701cc to 5800cc,60
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,6000,5901cc to 6000cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,6100,6001cc to 6100cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,6200,6101cc to 6200cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,6300,6201cc to 6300cc,8
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,7000,6901cc to 7000cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,7100,7001cc to 7100cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,7400,7301cc to 7400cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC CORVETTE,CORVETTE,Petrol,7500,7401cc to 7500cc,4
Cars,CHEVROLET GMC,CHEVROLET GMC IMPALA,IMPALA,Petrol,1900,1801cc to 1900cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC IMPALA,IMPALA,Petrol,4700,4601cc to 4700cc,3
Cars,CHEVROLET GMC,CHEVROLET GMC IMPALA,IMPALA,Petrol,5800,5701cc to 5800cc,3
Cars,CHEVROLET GMC,CHEVROLET GMC IMPALA,IMPALA,Petrol,7000,6901cc to 7000cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Other,5100,5001cc to 5100cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,2100,2001cc to 2100cc,3
Cars,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,2300,2201cc to 2300cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,5400,5301cc to 5400cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,6700,6601cc to 6700cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Diesel,2600,2501cc to 2600cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Diesel,6600,6501cc to 6600cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,2900,2801cc to 2900cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,3900,3801cc to 3900cc,3
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,4000,3901cc to 4000cc,2
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,4200,4101cc to 4200cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,5100,5001cc to 5100cc,3
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC Model Missing,Missing,Petrol,6700,6601cc to 6700cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,1300,1201cc to 1300cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,1500,1401cc to 1500cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,1600,1501cc to 1600cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,1900,1801cc to 1900cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,2400,2301cc to 2400cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,2600,2501cc to 2600cc,5
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,3100,3001cc to 3100cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,3200,3101cc to 3200cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,3600,3501cc to 3600cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,3700,3601cc to 3700cc,6
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,3900,3801cc to 3900cc,2
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4100,4001cc to 4100cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4600,4501cc to 4600cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4800,4701cc to 4800cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4900,4801cc to 4900cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,5100,5001cc to 5100cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,5800,5701cc to 5800cc,8
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,6300,6201cc to 6300cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,7100,7001cc to 7100cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,7500,7401cc to 7500cc,1
Heavy goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Diesel,6700,6601cc to 6700cc,1
Heavy goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,7500,7401cc to 7500cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,2800,2701cc to 2800cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,300,201cc to 300cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,3100,3001cc to 3100cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,3600,3501cc to 3600cc,4
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,400,301cc to 400cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4100,4001cc to 4100cc,2
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4300,4201cc to 4300cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4400,4301cc to 4400cc,2
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4600,4501cc to 4600cc,2
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,4700,4601cc to 4700cc,3
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,5400,5301cc to 5400cc,5
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,5800,5701cc to 5800cc,34
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,6400,6301cc to 6400cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,7500,7401cc to 7500cc,2
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,Missing,Petrol,7800,7701cc to 7800cc,1
Cars,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,MISSING,Petrol,2800,2701cc to 2800cc,2
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,MISSING,Petrol,6100,6001cc to 6100cc,2
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC SILVERADO,SILVERADO C1500 2WD,Petrol,4400,4301cc to 4400cc,1
Light goods vehicles,CHEVROLET GMC,CHEVROLET GMC SILVERADO,SILVERADO C1500 2WD,Petrol,5400,5301cc to 5400cc,1
Other vehicles,CHITUMA,CHITUMA Model Missing,Missing,Diesel,7400,7301cc to 7400cc,1
Cars,CHRYSLER,CHRYSLER 300C,300C SRT-8 AUTO,Petrol,6100,6001cc to 6100cc,1
Cars,CHRYSLER,CHRYSLER CHARGER,CHARGER AUTO,Petrol,3700,3601cc to 3700cc,1
Cars,CHRYSLER,CHRYSLER CROSSFIRE,CROSSFIRE,Petrol,3200,3101cc to 3200cc,2
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Diesel,3000,2901cc to 3000cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,2100,2001cc to 2100cc,2
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,2700,2601cc to 2700cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,3200,3101cc to 3200cc,2
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,3700,3601cc to 3700cc,24
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,4000,3901cc to 4000cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,4100,4001cc to 4100cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,4500,4401cc to 4500cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,4800,4701cc to 4800cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,5300,5201cc to 5300cc,2
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,5500,5401cc to 5500cc,2
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,5700,5601cc to 5700cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,6200,6101cc to 6200cc,1
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,6300,6201cc to 6300cc,2
Cars,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,6500,6401cc to 6500cc,2
Light goods vehicles,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,4000,3901cc to 4000cc,2
Light goods vehicles,CHRYSLER,CHRYSLER Model Missing,Missing,Petrol,5300,5201cc to 5300cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Diesel,2000,1901cc to 2000cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Diesel,2200,2101cc to 2200cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Diesel,2800,2701cc to 2800cc,4
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Other,3700,3601cc to 3700cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,2500,2401cc to 2500cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,3000,2901cc to 3000cc,2
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,3100,3001cc to 3100cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,3400,3301cc to 3400cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,5400,5301cc to 5400cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,5600,5501cc to 5600cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,6000,5901cc to 6000cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,6100,6001cc to 6100cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,6400,6301cc to 6400cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,6700,6601cc to 6700cc,2
Cars,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,7300,7201cc to 7300cc,1
Light goods vehicles,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,2600,2501cc to 2600cc,1
Light goods vehicles,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,3700,3601cc to 3700cc,6
Light goods vehicles,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,5800,5701cc to 5800cc,1
Light goods vehicles,CHRYSLER,CHRYSLER MODEL MISSING,Missing,Petrol,5900,5801cc to 5900cc,1
Cars,CHRYSLER,CHRYSLER Model Unknown,Missing,Petrol,4600,4501cc to 4600cc,1
Cars,CHRYSLER,CHRYSLER MODEL MISSING,MISSING,Petrol,3800,3701cc to 3800cc,1
Motorcycles,CHRYSLER,CHRYSLER MODEL MISSING,MISSING,Petrol,150,126cc to 150cc,1
Cars,CHRYSLER,CHRYSLER NEON,NEON SLX AUTO,Petrol,2600,2501cc to 2600cc,1
Cars,CHRYSLER,CHRYSLER NEW YORKER,NEW YORKER AUTO (LHD),Petrol,6800,6701cc to 6800cc,1
Cars,CHRYSLER,CHRYSLER NEW YORKER,NEW YORKER AUTO (LHD),Petrol,7300,7201cc to 7300cc,2
Cars,CHRYSLER,CHRYSLER TOWN & COUNTRY,TOWN & COUNTRY 2WD AUTO,Petrol,3700,3601cc to 3700cc,1
Light goods vehicles,CHRYSLER,CHRYSLER VOYAGER,VOYAGER LX,Petrol,3700,3601cc to 3700cc,1
Cars,CITROEN,CITROEN 2CV,2 CV,Petrol,1100,1001cc to 1100cc,1
Cars,CITROEN,CITROEN 2CV,2 CV,Petrol,400,301cc to 400cc,1
Cars,CITROEN,CITROEN 2CV,2 CV,Petrol,500,401cc to 500cc,4
Cars,CITROEN,CITROEN 2CV,2 CV,Petrol,700,601cc to 700cc,1
Light goods vehicles,CITROEN,CITROEN 2CV,2 CV,Petrol,500,401cc to 500cc,2
Light goods vehicles,CITROEN,CITROEN 2CV,2 CV,Petrol,700,601cc to 700cc,4
Light goods vehicles,CITROEN,CITROEN 2CV,2 CV,Petrol,900,801cc to 900cc,1
Cars,CITROEN,CITROEN 2CV,2 CV6,Petrol,700,601cc to 700cc,2
Light goods vehicles,CITROEN,CITROEN 2CV,2CV VAN AK,Petrol,700,601cc to 700cc,3
Light goods vehicles,CITROEN,CITROEN 2CV,2CV VAN AK,Petrol,800,701cc to 800cc,1
Cars,CITROEN,CITROEN AMI,AMI 6,Petrol,700,601cc to 700cc,2
Cars,CITROEN,CITROEN AMI,AMI 8,Petrol,700,601cc to 700cc,9
Cars,CITROEN,CITROEN AMI,AMI SUPER,Petrol,1100,1001cc to 1100cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1.4i,Diesel,1600,1501cc to 1600cc,2
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 DRIVER BHDI SS,Diesel,1500,1401cc to 1500cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 DRIVER BHDI SS,Diesel,1600,1501cc to 1600cc,32
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 DRIVER BHDI SS A,Diesel,1500,1401cc to 1500cc,291
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 DRIVER BLUEHDI,Diesel,1600,1501cc to 1600cc,872
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 DRIVER PRO B-HDI,Diesel,1600,1501cc to 1600cc,269
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 DRIVER PTECH SS,Petrol,1300,1201cc to 1300cc,3
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 DRVR PRO PTCH SS,Petrol,1300,1201cc to 1300cc,9
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 EN-PRISE BHDI SS,Diesel,1500,1401cc to 1500cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 EN-PRISE BHDI SS,Diesel,1600,1501cc to 1600cc,203
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 EN-PRISE BLUEHDI,Diesel,1600,1501cc to 1600cc,1588
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 EN-PRSE PTECH SS,Petrol,1300,1201cc to 1300cc,338
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 ENPRSE BHDI SS A,Diesel,1500,1401cc to 1500cc,174
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 ENT PRO PTECH SS,Petrol,1300,1201cc to 1300cc,44
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 EPRISE PRO BHDI,Diesel,1600,1501cc to 1600cc,932
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 WORKER BHDI,Diesel,1600,1501cc to 1600cc,51
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 WORKER BHDI SS,Diesel,1600,1501cc to 1600cc,73
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 WORKER PRO B-HDI,Diesel,1600,1501cc to 1600cc,15
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000 X PRO BLUEHDI,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000DVR PRO BHDI SS A,Diesel,1500,1401cc to 1500cc,107
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 1000ENT PRO BHDI SS A,Diesel,1500,1401cc to 1500cc,60
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 600 HDI LX 75,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 625 EN-PRISE BLUEHDI,Diesel,1600,1501cc to 1600cc,2
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 625 ENTERPRISE HDI,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 625 LX HDI,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 625 LX HDI 90,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 625 X 16V,Petrol,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 650 EN-PRISE BHDI SS,Diesel,1600,1501cc to 1600cc,343
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 650 EN-PRISE BLUEHDI,Diesel,1600,1501cc to 1600cc,2933
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 650 EN-PRISE PRO BHDI,Diesel,1600,1501cc to 1600cc,1892
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 650 X BLUEHDI,Diesel,1600,1501cc to 1600cc,337
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 650 X PRO BLUEHDI,Diesel,1600,1501cc to 1600cc,13
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 850 EN-PRISE BHDI SS,Diesel,1600,1501cc to 1600cc,11
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 850 EN-PRISE BLUEHDI,Diesel,1600,1501cc to 1600cc,182
Other vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 850 EN-PRISE BLUEHDI,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 850 EN-PRISE PRO BHDI,Diesel,1600,1501cc to 1600cc,163
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 DRIVER BHDI SS,Diesel,1500,1401cc to 1500cc,2
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 DRIVER BHDI SS A,Diesel,1500,1401cc to 1500cc,119
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 DRIVER BLUEHDI,Diesel,1600,1501cc to 1600cc,4
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 DRIVER PRO B-HDI,Diesel,1600,1501cc to 1600cc,28
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 EN-PRISE BHDI SS,Diesel,1500,1401cc to 1500cc,3
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 EN-PRISE BHDI SS,Diesel,1600,1501cc to 1600cc,66
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 EN-PRISE BLUEHDI,Diesel,1600,1501cc to 1600cc,368
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 EN-PRISE PRO BHDI,Diesel,1600,1501cc to 1600cc,287
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950 X BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO 950DRVR PRO BHDI SS A,Diesel,1500,1401cc to 1500cc,110
Cars,CITROEN,CITROEN BERLINGO,BERLINGO DIESEL,Diesel,1500,1401cc to 1500cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO DIESEL,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO DIESEL,Diesel,1600,1501cc to 1600cc,2
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FEEL BLUEHDI,Diesel,1600,1501cc to 1600cc,9
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO FEEL BLUEHDI,Diesel,1600,1501cc to 1600cc,2
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FEEL BLUEHDI S/S,Diesel,1500,1401cc to 1500cc,9
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FEEL BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,261
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FEEL BLUEHDI S/S AUTO,Diesel,1500,1401cc to 1500cc,64
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FEEL PURETECH S/S,Petrol,1300,1201cc to 1300cc,70
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FEEL PURETECH S/S A,Petrol,1300,1201cc to 1300cc,82
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR BLUEHDI,Diesel,1600,1501cc to 1600cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR BLUEHDI S/S,Diesel,1500,1401cc to 1500cc,9
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,248
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR BLUEHDI S/S A,Diesel,1500,1401cc to 1500cc,34
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR PURETECH S/S,Petrol,1200,1101cc to 1200cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR PURETECH S/S A,Petrol,1200,1101cc to 1200cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR PURETECH S/S A,Petrol,1300,1201cc to 1300cc,127
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR XTR BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,80
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR XTR BLUEHDI S/S,Hybrid electric (Diesel),1600,1501cc to 1600cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO FLAIR XTR P-TECH SS A,Petrol,1300,1201cc to 1300cc,26
Light goods vehicles,CITROEN,CITROEN BERLINGO,BERLINGO LX,Diesel,1600,1501cc to 1600cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO MULTISPACE,Diesel,1600,1501cc to 1600cc,3
Cars,CITROEN,CITROEN BERLINGO,BERLINGO MULTISPACE FORTE,Petrol,1400,1301cc to 1400cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO MULTISPACE VTR HDI,Diesel,1600,1501cc to 1600cc,1
Cars,CITROEN,CITROEN BERLINGO,BERLINGO RIP CURL BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,18
Cars,CITROEN,CITROEN BERLINGO,BERLINGO RIP CURL P-TECH S/S A,Petrol,1300,1201cc to 1300cc,19
Cars,CITROEN,CITROEN C1,C1 AIRSCAPE SHINE,Petrol,1000,901cc to 1000cc,92
Cars,CITROEN,CITROEN C1,C1 FEEL,Petrol,1000,901cc to 1000cc,24
Cars,CITROEN,CITROEN C1,C1 FLAIR,Petrol,1000,901cc to 1000cc,9
Cars,CITROEN,CITROEN C1,C1 JCC +,Petrol,1000,901cc to 1000cc,509
Cars,CITROEN,CITROEN C1,C1 LIVE,Petrol,1000,901cc to 1000cc,2
Cars,CITROEN,CITROEN C1,C1 ORIGINS,Petrol,1000,901cc to 1000cc,7
Cars,CITROEN,CITROEN C1,C1 SENSE,Petrol,1000,901cc to 1000cc,422
Cars,CITROEN,CITROEN C1,C1 SHINE,Petrol,1000,901cc to 1000cc,2893
Cars,CITROEN,CITROEN C1,C1 URBAN RIDE,Petrol,1000,901cc to 1000cc,661
Cars,CITROEN,CITROEN C3,C3 AIRCROSS C-SERIES PTECH S/S,Petrol,1300,1201cc to 1300cc,474
Cars,CITROEN,CITROEN C3,C3 AIRCROSS FEEL BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,2
Cars,CITROEN,CITROEN C3,C3 AIRCROSS FEEL PURETECH S/S,Petrol,1300,1201cc to 1300cc,31
Cars,CITROEN,CITROEN C3,C3 AIRCROSS FLAIR BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,9
Cars,CITROEN,CITROEN C3,C3 AIRCROSS FLAIR P-TECH SS A,Petrol,1300,1201cc to 1300cc,17
Cars,CITROEN,CITROEN C3,C3 AIRCROSS FLAIR PURETECH S/S,Petrol,1300,1201cc to 1300cc,375
Cars,CITROEN,CITROEN C3,C3 AIRCROSS ORIGINS P-TECH S/S,Petrol,1300,1201cc to 1300cc,59
Cars,CITROEN,CITROEN C3,C3 AIRCROSS RIP CURL P-TECH SS,Petrol,1300,1201cc to 1300cc,16
Cars,CITROEN,CITROEN C3,C3 AIRCROSS SHINE + BHDI S/S,Diesel,1600,1501cc to 1600cc,48
Cars,CITROEN,CITROEN C3,C3 AIRCROSS SHINE + P-TECH S/S,Petrol,1300,1201cc to 1300cc,1209
Cars,CITROEN,CITROEN C3,C3 AIRCROSS SHINE + PTCH S/S A,Petrol,1300,1201cc to 1300cc,742
Cars,CITROEN,CITROEN C3,C3 AIRCROSS SHINE BLUEHDI S/S,Diesel,1600,1501cc to 1600cc,34
Cars,CITROEN,CITROEN C3,C3 AIRCROSS SHINE PTCH S/S A,Petrol,1300,1201cc to 1300cc,304
Cars,CITROEN,CITROEN C3,C3 AIRCROSS SHINE PURETECH S/S,Petrol,1300,1201cc to 1300cc,1063
Cars,CITROEN,CITROEN C3,C3 AIRCROSS TOUCH PURETECH,Petrol,1300,1201cc to 1300cc,1
Cars,CITROEN,CITROEN C3,C3 BLACK,Petrol,1200,1101cc to 1200cc,1
Cars,CITROEN,CITROEN C3,C3 BLUE,Diesel,1500,1401cc to 1500cc,1
